case	CTG_5000	CTG_1250	CTG_20000	imaging_5000	imaging_1250	imaging_20000
CRC0544	1.05693322835304	1.06074308829971	0.950759980373296	0.906010605482466	0.970543258206709	1.01215907395575
CRC0568	0.827176012508814	0.42719147173983	0.823155331795929	0.724450368605548	0.605911258368814	0.996655633579584
CRC0572	0.448724328709609	0.466954943412343	0.421797976324267	0.489277977959604	0.491229103005092	0.512204714306463
CRC0578	0.455972204138516	0.791000575446673	0.524511237974239	0.616219591164827	0.864748666390151	0.503134833888813
CRC0729	0.943074117859218	0.687308315914907	1.03108441982894	0.947044042864609	0.659305820901676	0.930089748208077
CRC0743	0.390123309703938	NA	0.460251910284477	0.530226076647435	NA	0.702115850462606
CRC0772	0.240205696543694	0.220991049062885	0.293534946660135	0.458058606691078	0.494683899737948	0.377606627589309
CRC1078	0.5359800671745	NA	0.798918621577927	1.76744552266792	NA	0.902151733050673
CRC1090	0.999202278068286	0.785326923260726	1.04889664569112	0.87367018843825	0.674070012604374	1.41808006817369
CRC1139	1.01238349744853	0.407967816303199	1.18000834663559	0.610737725431031	0.511711914315409	0.751294917258774
CRC1145	0.279385291721145	0.365764405204461	0.354684934826586	0.790336637637046	0.775436868570749	0.834888049311229
CRC1169	0.391109878426478	0.64466294845321	0.666936090576173	0.460082734871527	0.777232845776506	0.535144812857752
CRC1239	0.485703239392593	0.672434333692631	0.341817832670592	0.515109270724919	0.667220936796453	0.412519265735541
CRC1241	0.762611154366266	0.921463641531862	0.865319659089356	0.739230176374426	0.817869254357998	0.816274900953246
CRC1245	0.675417751407641	1.00303945933382	0.929321891202355	0.653394471484512	0.68574489620033	0.6081255725679
CRC1251	1.02725409412591	0.953326047872528	1.05820741320958	0.999649290851783	0.944364744031847	0.972473884641107
CRC1257	1.01079756752132	0.40929346840428	1.1629499440367	0.732838080239291	0.403406579756146	0.928833450608799
CRC1272	0.119835687492544	0.245794359535491	0.281927014103471	0.228311855321146	0.315597020795514	0.342933360031064
CRC1278	0.192018667541105	0.19710173446153	0.300757732646515	0.209169665249254	0.244729680226019	0.37179634524542
CRC1306	0.363130646442052	NA	1.08202044797263	0.41560870847416	NA	0.776252213165519
CRC1307	0.917251495285961	0.650278370054489	1.27569317175312	1.09455864908845	0.473396503055987	0.845181324843552
CRC1314	0.227436961134795	0.345750204370208	0.355267048082279	0.360299470781248	0.918027904439654	0.423999043156109
CRC1321	0.528925725174542	0.281056247031928	1.52607311133845	0.374664604821335	0.517120653378177	1.40949915582074
CRC1329	0.809584697217676	0.789517014270033	0.704458395788529	0.860091201926143	1.27368371160954	0.883968128267896
CRC1331	0.174085590528729	NA	0.543648308912699	0.336425873064378	NA	0.585142619839667
CRC1337	0.292413181148472	0.33874328583254	0.943460445482803	0.325673428450683	0.33029261206143	1.03444910540528
CRC1342	0.597670664206642	0.821303010327401	0.381463477819715	0.618509185201777	0.590138472063453	0.377633128246623
CRC1359	0.848623185881688	0.966653842983155	1.04414363533677	0.713822915553864	0.961221298997717	0.97497506920067
CRC1360	0.582155082421894	NA	1.08124914191198	0.749016908439355	NA	1.14496918570648
CRC1367	0.228837828086949	0.503197555366537	0.267749722433916	0.597922728437517	0.581073674394989	0.430523327581556
CRC1376	1.00018835865057	0.664762472731838	1.21344630236868	0.889575733370504	1.63369708496944	1.05795733154359
CRC1389	0.286619064987789	0.478774413557921	0.566402910147318	0.31947528286174	0.511886238940029	0.466227134727761
CRC1390	0.708307232424472	0.43315341035821	0.935227999573583	0.707227298336113	1.29646881467482	0.747450743890091
CRC1399	0.376154204455161	0.591974467236278	0.373981547532079	0.659518514445059	0.66215307099641	0.512108748091692
CRC1430	0.154454314287988	NA	0.286753772381329	0.135579140265077	NA	0.345956813144402
CRC1432	0.626902059688945	0.327165635411709	0.684111822539449	0.730084212897659	0.784170334068203	0.76687102978368
CRC1445	0.839657589431325	0.54275741304454	0.930037366184256	0.97513633640486	0.681850556714503	0.791988602360667
CRC1446	1.16925364397583	NA	1.00339384928966	0.926906296143517	NA	0.946809267138611
CRC1448	1.13188281020256	0.828431882870211	1.20996282675153	0.831729490880331	0.785533033784403	0.803869679002474
CRC1449	0.429109328439134	NA	1.02482276795779	0.721716948466446	NA	0.917753954279606
CRC1451	0.74222639553195	0.786837079477009	0.971393095739501	1.32450033011268	0.725154777397114	0.930577221576508
CRC1460	1.21563465609109	NA	0.9951524117784	0.838637691610588	NA	0.927444823658693
CRC1472	0.577470928648495	0.729388353002957	0.619308503750336	0.754779437047432	0.707059094174622	0.60467594155481
CRC1477	0.694207753031282	NA	0.749392501192463	0.871756828837275	NA	0.898387722241728
CRC1502	0.896568702628966	1.13894420646419	1.32310229473027	0.907900736769542	1.00777640545449	0.814684427914401
CRC1523	1.18556483906278	0.939993178889928	0.926234641777963	1.35519650586184	1.26215655228147	1.09785629745245
CRC1561	0.726740294511379	0.830354609929078	0.699933787870654	1.03000437197026	0.665053802366005	0.918749074963132
CRC1563	0.177911231404086	0.390178539525244	0.262591862461109	0.292508150230623	0.48291089926658	0.508521600933729
CRC1566	0.925377015448059	0.865710594426897	1.31236916669388	0.738631243095834	1.00690499820904	0.958602580834622
CRC1568	1.00721356538784	0.910205663639108	1.00156743234818	0.85734716902936	0.902104356134998	1.04456126705992
CRC1575	0.456817778959497	0.716298759492477	0.928062605690059	0.723583816902215	0.595996137431685	0.780481961096625
CRC1579	0.249782874563534	0.167952698274501	0.305299729886805	0.388546578563906	0.563702716671617	0.397956058351806
CRC1588	1.16125591556358	0.73031118543684	1.03952325560382	0.934333778699836	1.0009234120152	0.955238814236839
CRC1589	0.687370400732989	0.382767537719708	1.05328711142851	0.680463348893589	0.501040561755232	0.932935394352906
CRC1598	0.742608096910621	0.668545962953795	1.06187383259498	0.638778182628559	0.749538254446496	0.69144519617655
CRC1599	0.130051745846513	0.385536149634307	0.230626812641132	0.536616595138957	0.363995954505043	0.522651748162321
CRC1614	1.08927225237343	1.10629582680884	1.14069303595849	0.414891991276367	0.189510938004466	0.831028685042544
CRC1620	1.07124174823191	0.910122835577919	1.25664997414211	1.07024922476356	0.538234094774709	1.0660023849419
CRC1628	1.03169819277765	0.875898971796101	1.03264753834722	0.870034719356409	1.31253718264998	1.11013166443579
CRC1629	0.726749568468646	0.699564116157154	0.758184311791302	0.556846353141889	0.697666587794824	0.538242112032441
CRC1634	0.53477294379168	0.598619210696194	0.810967260971136	0.798368643929498	0.734708917695888	0.780803454052546
CRC1675	0.195810585209584	0.104596936452214	1.13044940007373	0.415279965847637	0.277116266936667	0.791499556736525
CRC1723	0.707408506010142	0.567796246188206	0.620063265115029	0.959183763952816	0.568718662124224	0.617682979873684
CRC1729	0.918089316284048	0.889144738175641	0.865932637639798	0.871415729845167	0.957202813721578	1.03418935338782
CRC1744	0.716501183595345	0.461000096684954	0.80537194861352	0.716311207771138	0.745027995981524	0.82792624625223
CRC1745	0.911248954417649	0.920888659861156	1.11770842832515	1.08671239622574	0.852598656635602	0.969502139850871
CRC1757	1.14777620644177	0.529552789303827	1.11028159152051	0.924399120956048	0.378584098972761	1.20922984380577
CRC1888	0.818146224178054	0.587332610587714	0.804682736765695	0.895187405200884	0.779579975735841	0.854210345824853
CRC1895	0.316233256639378	0.602385018909357	0.518105284166551	0.435563720243281	0.697462595902156	0.442313417958615
CRC1900	0.370512547984945	0.664238683865875	0.27540643459449	0.386568188330865	0.500237552764964	0.432270377085063
CRC1921	0.392097496827072	0.595961455839931	0.421861080129352	0.677112359099176	0.683907894685144	0.626437267546632
CRC1989	0.0847921832784337	0.159638228617414	0.297818206968978	0.41970483520052	0.582331805308939	0.428410722859443
